/* DATA DESCRIPTION:
Citation:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): AICC2012 chronology for ice core NGRIP [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.824867, 
	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012) [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.824894
Related to:	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Further details:	Supplementary material to AICC2012 ice core chronology (URI: hdl:10013/epic.42823.d001)
Project(s):	North Greenland Ice Core Project (NGRIP) (URI: https://en.wikipedia.org/wiki/North_Greenland_Ice_Core_Project)
Coverage:	LATITUDE: 75.100000 * LONGITUDE: -42.320000
	DATE/TIME START: 1996-07-01T00:00:00 * DATE/TIME END: 1996-07-01T00:00:00
	MINIMUM DEPTH, ice/snow: 8 m * MAXIMUM DEPTH, ice/snow: 3082 m
Event(s):	NGRIP (NorthGRIP) * LATITUDE: 75.100000 * LONGITUDE: -42.320000 * DATE/TIME: 1996-07-01T00:00:00 * ELEVATION: 2917.0 m * LOCATION: Greenland * CAMPAIGN: NGRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Ice drill (ICEDRILL)
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Age, standard deviation [±] (Age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Gas age, standard deviation [±] (Gas age std dev) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Accumulation rate in ice equivalent per year [m/a] (Acc rate ice per year) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Thinning function (TF) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
	Lock-in depth in ice equivalent [m] (LIDIE) * PI: Bazin, Lucie (https://orcid.org/0000-0003-4808-4090, lucie.bazin@lsce.ipsl.fr)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	15986 data points
*/
Depth ice/snow [m]	Age [ka BP]	Age std dev [±]	Gas age [ka BP]	Gas age std dev [±]	Acc rate ice per year [m/a]	TF	LIDIE [m]
1459	11.05920		10.70190	0.07961	0.1381	0.4270	51.68
1460	11.07620		10.71800	0.07968	0.1447	0.4265	51.69
1461	11.09240		10.73420	0.07953	0.1327	0.4260	51.70
1462	11.11010		10.75030	0.08149	0.1416	0.4256	51.71
1463	11.12670		10.76690	0.07718	0.1476	0.4251	51.71
1464	11.14260		10.78280	0.07240	0.1327	0.4246	51.72
1465	11.16030		10.79850	0.07855	0.1364	0.4242	51.73
1466	11.17760		10.81320	0.08222	0.1357	0.4237	51.73
1467	11.19500		10.82920	0.08449	0.1428	0.4233	51.75
1468	11.21160		10.84600	0.08446	0.1485	0.4228	51.76
1469	11.22750		10.86310	0.08450	0.1463	0.4224	51.77
1470	11.24370		10.88020	0.08100	0.1301	0.4220	51.79
1471	11.26190		10.89720	0.09079	0.1432	0.4215	51.81
1472	11.27850		10.91380	0.07888	0.1403	0.4211	51.83
1473	11.29540		10.93170	0.08141	0.1412	0.4207	51.85
1474	11.31220		10.94770	0.07815	0.1367	0.4203	51.87
1475	11.32960		10.96390	0.08944	0.1354	0.4199	51.90
1476	11.34720		10.98000	0.07849	0.1273	0.4195	51.93
1477	11.36590		10.99750	0.08561	0.1148	0.4192	51.96
1478	11.38670		11.01350	0.08046	0.1173	0.4188	52.00
1479	11.40710		11.03040	0.08314	0.1159	0.4184	52.04
1480	11.42770		11.04650	0.08558	0.1309	0.4181	52.08
1481	11.44600		11.06300	0.08187	0.1273	0.4177	52.12
1482	11.46480		11.07980	0.08944	0.1329	0.4173	52.18
1483	11.48280		11.09640	0.08397	0.1460	0.4170	52.23
1484	11.49920		11.11380	0.08081	0.1323	0.4166	52.28
1485	11.51740		11.13020	0.09003	0.1363	0.4161	52.35
1486	11.53500		11.14640	0.08781	0.1453	0.4157	52.41
1487	11.55160		11.16400	0.08844	0.1410	0.4153	52.48
1488	11.56860		11.18120	0.08427	0.1498	0.4149	52.56
1489	11.58470		11.19820	0.08127	0.1369	0.4145	52.64
1490	11.60230		11.21450	0.08265	0.1280	0.4140	52.73
1491	11.62120		11.23020	0.09309	0.1213	0.4136	52.83
1492	11.64110		11.24640	0.08550	0.0775	0.4131	52.92
1493	11.67240		11.26420	0.08964	0.0809	0.4127	52.97
1494	11.70240		11.28080	0.09139	0.0731	0.4122	53.02
1495	11.73560		11.29780	0.09693	0.0736	0.4118	53.07
1496	11.76860		11.31480	0.10051	0.0757	0.4114	53.11
1497	11.80070		11.33220	0.10950	0.0674	0.4110	53.16
1498	11.83680		11.35000	0.12447	0.0698	0.4106	53.20
1499	11.87160		11.36920	0.12471	0.0723	0.4101	53.24
1500	11.90540		11.39010	0.12882	0.0730	0.4096	53.28
1501	11.93880		11.41070	0.11624	0.0676	0.4092	53.31
1502	11.97490		11.43110	0.12183	0.0761	0.4087	53.34
1503	12.00710		11.44970	0.11855	0.0733	0.4084	53.36
1504	12.04050		11.46860	0.10949	0.0660	0.4079	53.37
1505	12.07770		11.48660	0.12244	0.0664	0.4074	53.38
1506	12.11460		11.50380	0.12026	0.0671	0.4070	53.37
1507	12.15120		11.52230	0.11392	0.0651	0.4065	53.36
1508	12.18900		11.54010	0.11819	0.0693	0.4060	53.35
1509	12.22460		11.55740	0.11198	0.0717	0.4057	53.32
1510	12.25890		11.57460	0.12298	0.0649	0.4052	53.28
1511	12.29700		11.59190	0.13173	0.0635	0.4047	53.23
1512	12.33590		11.61100	0.13898	0.0689	0.4043	53.16
1513	12.37170		11.63140	0.21694	0.0802	0.4038	53.09
1514	12.40260		11.65870	0.20725	0.0677	0.4033	53.01
1515	12.43920		11.69100	0.22834	0.0679	0.4029	52.93
1516	12.47580		11.72470	0.22534	0.0632	0.4025	52.84
1517	12.51510		11.75980	0.21737	0.0659	0.4020	52.75
1518	12.55280		11.79410	0.24185	0.0607	0.4015	52.65
1519	12.59380		11.83170	0.23105	0.0726	0.4011	52.56
1520	12.62820		11.86880	0.22095	0.0735	0.4007	52.48
1521	12.66210		11.90440	0.23395	0.0710	0.4003	52.39
1522	12.69730		11.93990	0.20555	0.0702	0.3998	52.30
1523	12.73290		11.97780	0.21075	0.0683	0.3994	52.21
1524	12.76960		12.01200	0.23079	0.0855	0.3989	52.14
1525	12.79890		12.04800	0.22668	0.0764	0.3985	52.06
1526	12.83170		12.08710	0.22190	0.0939	0.3980	51.99
1527	12.85850		12.12590	0.22616	0.0969	0.3977	51.92
1528	12.88440		12.16470	0.21021	0.0978	0.3972	51.85
1529	12.91020		12.20350	0.20115	0.0998	0.3967	51.78
1530	12.93540		12.24030	0.21979	0.1190	0.3962	51.72
1531	12.95660		12.27810	0.22252	0.0957	0.3958	51.66
1532	12.98300		12.31850	0.20296	0.1080	0.3953	51.61
1533	13.00650		12.35730	0.17292	0.0927	0.3948	51.56
1534	13.03380		12.39160	0.20239	0.0846	0.3943	51.51
1535	13.06370		12.42780	0.19953	0.0877	0.3939	51.47
1536	13.09270		12.46590	0.21179	0.0827	0.3935	51.43
1537	13.12340		12.50580	0.20091	0.0914	0.3930	51.40
1538	13.15130		12.54530	0.21572	0.0900	0.3925	51.37
1539	13.17960		12.58720	0.17878	0.0851	0.3920	51.34
1540	13.20960		12.62390	0.17474	0.1059	0.3916	51.34
1541	13.23370		12.65850	0.17943	0.1006	0.3912	51.35
1542	13.25910		12.69410	0.18003	0.1122	0.3908	51.36
1543	13.28190		12.73030	0.18336	0.1108	0.3904	51.37
1544	13.30500		12.76750	0.14565	0.1054	0.3901	51.38
1545	13.32930		12.79750	0.16185	0.1142	0.3898	51.41
1546	13.35180		12.83050	0.13098	0.1114	0.3895	51.43
1547	13.37480		12.85770	0.12610	0.1178	0.3891	51.46
1548	13.39660		12.88390	0.12422	0.1097	0.3888	51.48
1549	13.42010		12.90980	0.12089	0.1203	0.3885	51.51
1550	13.44150		12.93520	0.10106	0.1102	0.3881	51.54
1551	13.46490		12.95650	0.11074	0.1183	0.3878	51.57
1552	13.48670		12.98310	0.12798	0.1275	0.3874	51.60
1553	13.50690		13.00670	0.14022	0.1042	0.3871	51.63
1554	13.53170		13.03420	0.13540	0.1070	0.3868	51.65
1555	13.55590		13.06440	0.14357	0.0949	0.3865	51.68
1556	13.58310		13.09350	0.13014	0.1034	0.3862	51.71
1557	13.60820		13.12430	0.13220	0.1058	0.3859	51.72
1558	13.63270		13.15250	0.13970	0.1235	0.3855	51.74
1559	13.65370		13.18120	0.11248	0.1138	0.3852	51.76
1560	13.67650		13.21110	0.11846	0.1155	0.3848	51.78
1561	13.69900		13.23550	0.10630	0.1185	0.3845	51.80
1562	13.72090		13.26100	0.10769	0.1177	0.3842	51.82
1563	13.74300		13.28400	0.11308	0.1267	0.3838	51.85
1564	13.76360		13.30750	0.10457	0.1195	0.3836	51.87
1565	13.78540		13.33160	0.10716	0.1245	0.3832	51.89
1566	13.80640		13.35440	0.10143	0.1257	0.3829	51.92
1567	13.82710		13.37750	0.10886	0.1210	0.3825	51.94
1568	13.84870		13.39970	0.09945	0.1202	0.3822	51.96
1569	13.87050		13.42310	0.10845	0.1255	0.3819	51.98
1570	13.89140		13.44510	0.10112	0.1028	0.3815	52.00
1571	13.91690		13.46840	0.09394	0.0962	0.3812	52.02
1572	13.94420		13.49020	0.11467	0.0973	0.3809	52.03
1573	13.97120		13.51150	0.11173	0.0870	0.3806	52.05
1574	14.00140		13.53630	0.12577	0.0936	0.3803	52.06
1575	14.02940		13.56140	0.11552	0.1152	0.3800	52.06
1576	14.05230		13.58860	0.11292	0.1144	0.3796	52.06
1577	14.07530		13.61400	0.09691	0.1126	0.3793	52.05
1578	14.09870		13.63800	0.10507	0.1142	0.3790	52.04
1579	14.12180		13.66000	0.10357	0.1075	0.3787	52.04
1580	14.14640		13.68300	0.10094	0.1282	0.3784	52.02
1581	14.16700		13.70590	0.10157	0.1371	0.3781	52.00
1582	14.18630		13.72840	0.09442	0.1315	0.3777	51.98
1583	14.20640		13.75050	0.10002	0.1172	0.3774	51.97
1584	14.22900		13.77210	0.09604	0.1469	0.3770	51.95
1585	14.24710		13.79400	0.09514	0.1455	0.3767	51.94
1586	14.26530		13.81540	0.09880	0.1344	0.3765	51.93
1587	14.28510		13.83690	0.09952	0.1341	0.3761	51.92
1588	14.30490		13.85900	0.09540	0.1306	0.3758	51.93
1589	14.32530		13.88070	0.11620	0.1200	0.3755	51.94
1590	14.34750		13.90410	0.12417	0.1314	0.3751	51.97
1591	14.36780		13.93070	0.12292	0.1273	0.3748	52.00
1592	14.38870		13.95790	0.13749	0.1403	0.3744	52.05
1593	14.40780		13.98660	0.12791	0.1442	0.3741	52.11
1594	14.42630		14.01550	0.10445	0.1161	0.3739	52.20
1595	14.44930		14.04050	0.10677	0.1460	0.3735	52.28
1596	14.46770		14.06320	0.10988	0.1522	0.3732	52.38
1597	14.48530		14.08600	0.10991	0.1387	0.3728	52.50
1598	14.50460		14.10860	0.11837	0.1545	0.3725	52.63
1599	14.52200		14.13160	0.10102	0.1490	0.3721	52.78
1600	14.54000		14.15380	0.09605	0.1281	0.3718	52.96
1601	14.56100		14.17310	0.10187	0.1357	0.3715	53.14
1602	14.58090		14.19150	0.11610	0.1195	0.3711	53.33
1603	14.60340		14.21110	0.09480	0.1192	0.3707	53.54
1604	14.62610		14.23180	0.09764	0.0954	0.3704	53.75
1605	14.65440		14.24880	0.10819	0.0731	0.3700	53.97
1606	14.69130		14.26600	0.11132	0.0763	0.3697	54.19
1607	14.72680		14.28450	0.11487	0.0817	0.3693	54.40
1608	14.75990		14.30310	0.12117	0.0728	0.3689	54.63
1609	14.79720		14.32220	0.13571	0.0731	0.3686	54.84
1610	14.83430		14.34270	0.12767	0.0674	0.3682	55.06
1611	14.87460		14.36220	0.13566	0.0635	0.3678	55.26
1612	14.91740		14.38180	0.12688	0.0683	0.3676	55.46
1613	14.95720		14.40040	0.12677	0.0605	0.3672	55.65
1614	15.00230		14.41830	0.16133	0.0639	0.3668	55.82
1615	15.04500		14.43840	0.13173	0.0598	0.3665	55.99
1616	15.09060		14.45810	0.12930	0.0589	0.3661	56.14
1617	15.13700		14.47550	0.14468	0.0605	0.3658	56.27
1618	15.18220		14.49330	0.13226	0.0645	0.3655	56.39
1619	15.22460		14.51140	0.13909	0.0678	0.3652	56.48
1620	15.26500		14.52870	0.16347	0.0617	0.3648	56.57
1621	15.30950		14.54760	0.15601	0.0627	0.3644	56.64
1622	15.35320		14.56810	0.17851	0.0617	0.3641	56.70
1623	15.39770		14.58880	0.18015	0.0667	0.3638	56.74
1624	15.43890		14.61160	0.22573	0.0631	0.3635	56.78
1625	15.48250		14.63630	0.29538	0.0600	0.3631	56.84
1626	15.52840		14.66770	0.28392	0.0577	0.3628	56.92
1627	15.57620		14.70360	0.26577	0.0596	0.3625	56.98
1628	15.62250		14.73830	0.29757	0.0572	0.3622	56.90
1629	15.67070		14.77450	0.29518	0.0584	0.3617	56.83
1630	15.71810		14.81360	0.31819	0.0564	0.3614	56.75
1631	15.76710		14.85400	0.33545	0.0646	0.3610	56.67
1632	15.81000		14.89780	0.31014	0.0652	0.3606	56.59
1633	15.85250		14.94110	0.34801	0.0621	0.3603	56.51
1634	15.89720		14.98610	0.32745	0.0659	0.3599	56.43
1635	15.93940		15.03180	0.34756	0.0660	0.3595	56.36
1636	15.98150		15.07860	0.35095	0.0645	0.3591	56.28
1637	16.02470		15.12720	0.33956	0.0612	0.3588	56.21
1638	16.07020		15.17460	0.31672	0.0604	0.3584	56.14
1639	16.11640		15.21960	0.29990	0.0636	0.3581	56.07
1640	16.16030		15.26190	0.32775	0.0610	0.3576	56.01
1641	16.20610		15.30810	0.32665	0.0606	0.3573	55.95
1642	16.25230		15.35360	0.30109	0.0610	0.3569	55.89
1643	16.29830		15.39990	0.31714	0.0702	0.3566	55.84
1644	16.33820		15.44280	0.33306	0.0618	0.3562	55.80
1645	16.38360		15.48830	0.34567	0.0671	0.3557	55.76
1646	16.42550		15.53630	0.33423	0.0633	0.3554	55.73
1647	16.47000		15.58520	0.34782	0.0636	0.3550	55.70
1648	16.51430		15.63350	0.34068	0.0610	0.3547	55.68
1649	16.56050		15.68280	0.35223	0.0704	0.3542	55.66
1650	16.60060		15.73210	0.30788	0.0698	0.3539	55.64
1651	16.64110		15.78040	0.30521	0.0636	0.3535	55.63
1652	16.68560		15.82430	0.32082	0.0666	0.3532	55.63
1653	16.72810		15.86840	0.30224	0.0661	0.3527	55.62
1654	16.77100		15.91320	0.30203	0.0709	0.3523	55.63
1655	16.81100		15.95630	0.30970	0.0609	0.3520	55.64
1656	16.85770		15.99940	0.32676	0.0597	0.3516	55.66
1657	16.90530		16.04440	0.33192	0.0652	0.3512	55.68
1658	16.94900		16.09070	0.31587	0.0654	0.3508	55.70
1659	16.99260		16.13650	0.33012	0.0697	0.3504	55.73
1660	17.03350		16.18180	0.33279	0.0702	0.3501	55.77
1661	17.07420		16.22810	0.33132	0.0695	0.3497	55.81
1662	17.11540		16.27460	0.28847	0.0671	0.3493	55.86
1663	17.15800		16.31770	0.32759	0.0670	0.3489	55.91
1664	17.20080		16.36060	0.30219	0.0602	0.3486	55.92
1665	17.24840		16.40480	0.32049	0.0610	0.3482	55.92
1666	17.29550		16.44900	0.31942	0.0715	0.3478	55.93
1667	17.33570		16.49440	0.33285	0.0646	0.3475	55.91
1668	17.38030		16.54080	0.28873	0.0653	0.3470	55.89
1669	17.42440		16.58470	0.29073	0.0600	0.3467	55.81
1670	17.47250		16.62690	0.31870	0.0616	0.3463	55.74
1671	17.51940		16.67220	0.30361	0.0654	0.3459	55.56
1672	17.56360		16.71870	0.30486	0.0680	0.3455	55.39
1673	17.60620		16.76520	0.28390	0.0728	0.3452	55.29
1674	17.64600		16.80760	0.32952	0.0612	0.3448	55.21
1675	17.69330		16.85610	0.30812	0.0647	0.3445	55.12
1676	17.73820		16.90580	0.30662	0.0733	0.3441	55.04
1677	17.77780		16.95170	0.28733	0.0685	0.3438	54.96
1678	17.82030		16.99690	0.28522	0.0671	0.3434	54.88
1679	17.86370		17.03990	0.28772	0.0664	0.3431	54.79
1680	17.90760		17.08250	0.29736	0.0650	0.3427	54.71
1681	17.95250		17.12610	0.29737	0.0626	0.3424	54.62
1682	17.99910		17.17070	0.33023	0.0611	0.3420	54.54
1683	18.04700		17.21730	0.32562	0.0723	0.3417	54.46
1684	18.08750		17.26690	0.27754	0.0724	0.3414	54.38
1685	18.12790		17.31300	0.30684	0.0720	0.3410	54.29
1686	18.16860		17.35740	0.30341	0.0652	0.3407	54.21
1687	18.21370		17.40370	0.32970	0.0676	0.3403	54.13
1688	18.25710		17.45230	0.32155	0.0682	0.3400	54.04
1689	18.30030		17.50180	0.30255	0.0617	0.3396	53.96
1690	18.34800		17.54920	0.29121	0.0620	0.3393	53.87
1691	18.39550		17.59420	0.27195	0.0641	0.3390	53.79
1692	18.44150		17.63650	0.32279	0.0683	0.3386	53.64
1693	18.48470		17.68560	0.30540	0.0638	0.3383	53.47
1694	18.53110		17.73410	0.26923	0.0683	0.3379	53.32
1695	18.57440		17.77720	0.29422	0.0687	0.3376	53.18
1696	18.61750		17.82230	0.29742	0.0669	0.3372	53.10
1697	18.66190		17.86790	0.30378	0.0702	0.3369	53.02
1698	18.70420		17.91380	0.31474	0.0653	0.3366	52.93
1699	18.74970		17.96100	0.32222	0.0738	0.3362	52.85
1700	18.79000		18.01020	0.27193	0.0699	0.3359	52.77
1701	18.83260		18.05810	0.27109	0.0661	0.3355	52.69
1702	18.87770		18.10050	0.27232	0.0645	0.3352	52.60
1703	18.92390		18.14280	0.29995	0.0640	0.3349	52.52
1704	18.97060		18.18730	0.28869	0.0650	0.3346	52.44
1705	19.01660		18.23350	0.28584	0.0652	0.3343	52.36
1706	19.06250		18.27870	0.31491	0.0683	0.3339	52.27
1707	19.10630		18.32640	0.31318	0.0695	0.3336	52.19
1708	19.14950		18.37600	0.30234	0.0625	0.3332	52.11
1709	19.19750		18.42480	0.28338	0.0659	0.3329	52.03
1710	19.24310		18.47090	0.30279	0.0662	0.3326	51.95
1711	19.28850		18.51820	0.28258	0.0643	0.3322	51.87
1712	19.33540		18.56440	0.28033	0.0710	0.3319	51.78
1713	19.37780		18.60940	0.28735	0.0669	0.3316	51.70
1714	19.42290		18.65540	0.27328	0.0702	0.3312	51.62
1715	19.46590		18.70000	0.29275	0.0711	0.3309	51.53
1716	19.50840		18.74730	0.27285	0.0715	0.3307	51.41
1717	19.55070		18.79000	0.28807	0.0647	0.3303	51.37
1718	19.59750		18.83420	0.29462	0.0632	0.3300	51.36
1719	19.64550		18.88010	0.29726	0.0607	0.3296	51.38
1720	19.69550		18.92700	0.29258	0.0655	0.3293	51.40
1721	19.74180		18.97400	0.29154	0.0690	0.3290	51.43
1722	19.78590		19.02030	0.27820	0.0707	0.3286	51.46
1723	19.82890		19.06650	0.27376	0.0679	0.3283	51.49
1724	19.87380		19.11050	0.30430	0.0670	0.3279	51.52
1725	19.91930		19.15460	0.28888	0.0646	0.3276	51.56
1726	19.96650		19.20250	0.28782	0.0673	0.3273	51.59
1727	20.01200		19.24820	0.29666	0.0649	0.3270	51.63
1728	20.05910		19.29390	0.26886	0.0677	0.3266	51.67
1729	20.10430		19.34060	0.28532	0.0700	0.3263	51.71
1730	20.14810		19.38340	0.27271	0.0730	0.3261	51.75
1731	20.19010		19.42830	0.26928	0.0739	0.3257	51.79
1732	20.23170		19.47160	0.26824	0.0734	0.3254	51.82
1733	20.27350		19.51430	0.29686	0.0638	0.3251	51.85
1734	20.32170		19.55740	0.30454	0.0658	0.3247	51.88
1735	20.36850		19.60490	0.31774	0.0626	0.3244	51.91
1736	20.41770		19.65360	0.29507	0.0715	0.3241	51.93
1737	20.46090		19.70340	0.28107	0.0689	0.3238	51.94
1738	20.50570		19.74980	0.27528	0.0673	0.3235	51.95
1739	20.55160		19.79420	0.28720	0.0703	0.3231	51.96
1740	20.59560		19.83840	0.29204	0.0673	0.3228	51.96
1741	20.64170		19.88410	0.30383	0.0640	0.3225	51.96
1742	20.69010		19.93080	0.29274	0.0688	0.3221	51.96
1743	20.73530		19.97860	0.30466	0.0644	0.3218	51.95
1744	20.78360		20.02530	0.29302	0.0628	0.3215	51.94
1745	20.83310		20.07280	0.28417	0.0610	0.3212	51.92
1746	20.88410		20.11850	0.27316	0.0624	0.3208	51.89
1747	20.93410		20.16300	0.27093	0.0598	0.3205	51.85
1748	20.98630		20.20600	0.27339	0.0579	0.3202	51.82
1749	21.04020		20.24890	0.31513	0.0580	0.3198	51.78
1750	21.09410		20.29470	0.30666	0.0625	0.3195	51.74
1751	21.14420		20.34360	0.32311	0.0618	0.3192	51.70
1752	21.19500		20.39280	0.28394	0.0620	0.3188	51.67
1753	21.24550		20.44050	0.29500	0.0599	0.3185	51.63
1754	21.29790		20.48570	0.30276	0.0601	0.3182	51.59
1755	21.35020		20.53240	0.29034	0.0596	0.3179	51.56
1756	21.40300		20.57840	0.30387	0.0585	0.3175	51.54
1757	21.45680		20.62480	0.32030	0.0623	0.3172	51.54
1758	21.50750		20.67320	0.29875	0.0584	0.3169	51.54
1759	21.56150		20.72030	0.31947	0.0589	0.3166	51.53
1760	21.61520		20.76840	0.32774	0.0579	0.3163	51.47
1761	21.66970		20.81920	0.33739	0.0628	0.3159	51.42
1762	21.72010		20.87180	0.32989	0.0583	0.3156	51.36
1763	21.77450		20.92370	0.34399	0.0604	0.3153	51.30
1764	21.82700		20.97720	0.35464	0.0637	0.3150	51.25
1765	21.87680		21.03250	0.35357	0.0588	0.3147	51.20
1766	21.93080		21.08820	0.32786	0.0576	0.3144	51.14
1767	21.98600		21.14030	0.33061	0.0585	0.3140	51.09
1768	22.04040		21.19280	0.32816	0.0558	0.3137	51.04
1769	22.09760		21.24500	0.33764	0.0605	0.3134	51.00
1770	22.15030		21.29890	0.33931	0.0595	0.3131	50.96
1771	22.20400		21.35270	0.34381	0.0574	0.3127	50.92
1772	22.25970		21.40730	0.32158	0.0596	0.3124	50.88
1773	22.31340		21.46220	0.34091	0.0635	0.3121	50.85
1774	22.36380		21.51460	0.33643	0.0635	0.3118	50.82
1775	22.41430		21.56990	0.34017	0.0663	0.3114	50.81
1776	22.46270		21.62480	0.31236	0.0662	0.3110	50.82
1777	22.51130		21.67940	0.33548	0.0628	0.3107	50.84
1778	22.56260		21.73110	0.32213	0.0609	0.3104	50.85
1779	22.61540		21.78590	0.30402	0.0610	0.3101	50.82
1780	22.66830		21.83890	0.32789	0.0692	0.3098	50.80
1781	22.71490		21.89090	0.33381	0.0668	0.3095	50.78
1782	22.76330		21.94640	0.32766	0.0585	0.3091	50.76
1783	22.81860		22.00290	0.34308	0.0643	0.3088	50.74
1784	22.86890		22.05940	0.31576	0.0762	0.3085	50.73
1785	22.91150		22.11610	0.32128	0.0717	0.3082	50.72
1786	22.95680		22.17020	0.33285	0.0648	0.3078	50.70
1787	23.00690		22.22610	0.32140	0.0706	0.3074	50.69
1788	23.05300		22.28200	0.30220	0.0689	0.3071	50.68
1789	23.10020		22.33540	0.30318	0.0593	0.3068	50.66
1790	23.15520		22.38690	0.29182	0.0684	0.3065	50.65
1791	23.20290		22.43730	0.29418	0.0785	0.3062	50.65
1792	23.24450		22.48670	0.31134	0.0834	0.3058	50.65
1793	23.28370		22.53760	0.32257	0.0772	0.3054	50.65
1794	23.32610		22.59050	0.32450	0.0647	0.3051	50.65
1795	23.37680		22.64430	0.28793	0.0611	0.3048	50.64
1796	23.43050		22.69470	0.30082	0.0590	0.3045	50.63
1797	23.48610		22.74330	0.34629	0.0533	0.3041	50.65
1798	23.54780		22.79640	0.31777	0.0544	0.3039	50.67
1799	23.60840		22.84890	0.27042	0.0519	0.3036	50.69
1800	23.67190		22.89490	0.28924	0.0538	0.3033	50.71
1801	23.73310		22.93950	0.32247	0.0524	0.3030	50.73
1802	23.79610		22.98840	0.29824	0.0525	0.3027	50.74
1803	23.85900		23.03650	0.30722	0.0494	0.3024	50.75
1804	23.92600		23.08390	0.35880	0.0490	0.3021	50.75
1805	23.99360		23.13700	0.31199	0.0513	0.3018	50.75
1806	24.05820		23.18780	0.27276	0.0514	0.3014	50.75
1807	24.12270		23.23220	0.25762	0.0524	0.3012	50.75
1808	24.18610		23.27260	0.27874	0.0545	0.3008	50.74
1809	24.24700		23.31490	0.33221	0.0554	0.3005	50.72
1810	24.30710		23.36440	0.35168	0.0570	0.3002	50.68
1811	24.36560		23.41890	0.36259	0.0526	0.2999	50.55
1812	24.42890		23.47710	0.40063	0.0545	0.2996	50.43
1813	24.49010		23.54110	0.39125	0.0496	0.2993	50.32
1814	24.55750		23.60460	0.40870	0.0508	0.2991	50.22
1815	24.62340		23.67080	0.40326	0.0489	0.2988	50.11
1816	24.69180		23.73490	0.40024	0.0497	0.2985	50.00
1817	24.75910		23.80080	0.42382	0.0517	0.2982	49.90
1818	24.82390		23.86690	0.42665	0.0556	0.2979	49.87
1819	24.88430		23.93560	0.40878	0.0542	0.2976	50.03
1820	24.94630		24.00070	0.40941	0.0588	0.2973	50.17
1821	25.00340		24.06350	0.40371	0.0542	0.2970	50.33
1822	25.06550		24.12590	0.38976	0.0524	0.2967	50.50
1823	25.12980		24.18710	0.39144	0.0490	0.2964	50.68
1824	25.19870		24.24570	0.38716	0.0492	0.2961	50.87
1825	25.26740		24.30340	0.37828	0.0536	0.2958	51.04
1826	25.33040		24.35990	0.41075	0.0509	0.2955	51.22
1827	25.39690		24.42020	0.39784	0.0492	0.2952	51.42
1828	25.46570		24.47920	0.43880	0.0493	0.2949	51.62
1829	25.53450		24.54260	0.42958	0.0510	0.2946	51.83
